incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2021-MAT-5451,Matara,Akuressa,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-BAD-5452,Badulla,Bandarawela,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-PUT-5453,Puttalam,Kalpitiya,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-TRI-5454,Trincomalee,Mutur,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-COL-5455,Colombo,Grandpass,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-GAM-5456,Gampaha,Minuwangoda,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAN-5457,Kandy,Digana,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-KAL-5458,Kalutara,Matugama,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-GAL-5459,Galle,Karapitiya,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-JAF-5460,Jaffna,Kayts,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-KUR-5461,Kurunegala,Wariyapola,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-RAT-5462,Ratnapura,Pelmadulla,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-ANU-5463,Anuradhapura,Tambuttegama,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-BAT-5464,Batticaloa,Kattankudy,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-MAT-5465,Matara,Akuressa,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-BAD-5466,Badulla,Bandarawela,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-PUT-5467,Puttalam,Kalpitiya,Statutory Rape,11/20/2021,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-TRI-5468,Trincomalee,Mutur,House Breaking,12/15/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-COL-5469,Colombo,Grandpass,Drug Offences (Cannabis),1/22/2021,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-GAM-5470,Gampaha,Minuwangoda,Robbery,2/12/2021,Friday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KAN-5471,Kandy,Digana,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAL-5472,Kalutara,Matugama,Cheating/BCT,4/10/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-GAL-5473,Galle,Karapitiya,House Breaking,5/18/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-JAF-5474,Jaffna,Kayts,Property Theft,6/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KUR-5475,Kurunegala,Wariyapola,Drug Offences (Heroin),7/9/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-RAT-5476,Ratnapura,Pelmadulla,Grievous Hurt,8/20/2021,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-ANU-5477,Anuradhapura,Tambuttegama,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAT-5478,Batticaloa,Kattankudy,House Breaking,10/14/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-MAT-5479,Matara,Akuressa,Property Theft,11/25/2021,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAD-5480,Badulla,Bandarawela,Robbery,12/20/2021,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-PUT-5481,Puttalam,Kalpitiya,Drug Offences (Heroin),1/30/2021,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-TRI-5482,Trincomalee,Mutur,Statutory Rape,2/15/2021,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-COL-5483,Colombo,Grandpass,House Breaking,3/20/2021,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-GAM-5484,Gampaha,Minuwangoda,Drug Offences (Cannabis),4/28/2021,Wednesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KAN-5485,Kandy,Digana,Robbery,5/15/2021,Saturday,Yes,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KAL-5486,Kalutara,Matugama,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-GAL-5487,Galle,Karapitiya,Cheating/BCT,7/22/2021,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-JAF-5488,Jaffna,Kayts,House Breaking,8/25/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-KUR-5489,Kurunegala,Wariyapola,Property Theft,9/9/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-RAT-5490,Ratnapura,Pelmadulla,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-ANU-5491,Anuradhapura,Tambuttegama,Grievous Hurt,11/20/2021,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-BAT-5492,Batticaloa,Kattankudy,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-MAT-5493,Matara,Akuressa,House Breaking,1/25/2021,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-BAD-5494,Badulla,Bandarawela,Property Theft,2/28/2021,Sunday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-PUT-5495,Puttalam,Kalpitiya,Robbery,3/25/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-TRI-5496,Trincomalee,Mutur,Drug Offences (Heroin),4/14/2021,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-COL-5497,Colombo,Grandpass,Statutory Rape,5/30/2021,Sunday,Yes,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-GAM-5498,Gampaha,Minuwangoda,House Breaking,6/15/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-KAN-5499,Kandy,Digana,Drug Offences (Cannabis),7/20/2021,Tuesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KAL-5500,Kalutara,Matugama,Robbery,8/28/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-GAL-5501,Galle,Karapitiya,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-JAF-5502,Jaffna,Kayts,Cheating/BCT,10/15/2021,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-KUR-5503,Kurunegala,Wariyapola,House Breaking,11/12/2021,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-RAT-5504,Ratnapura,Pelmadulla,Property Theft,12/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-ANU-5505,Anuradhapura,Tambuttegama,Drug Offences (Heroin),1/20/2021,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-BAT-5506,Batticaloa,Kattankudy,Grievous Hurt,2/14/2021,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-MAT-5507,Matara,Akuressa,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAD-5508,Badulla,Bandarawela,House Breaking,4/18/2021,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-PUT-5509,Puttalam,Kalpitiya,Property Theft,5/30/2021,Sunday,Yes,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-TRI-5510,Trincomalee,Mutur,Robbery,6/25/2021,Friday,Yes,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-COL-5511,Colombo,Grandpass,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-GAM-5512,Gampaha,Minuwangoda,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-KAN-5513,Kandy,Digana,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-KAL-5514,Kalutara,Matugama,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-GAL-5515,Galle,Karapitiya,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-JAF-5516,Jaffna,Kayts,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KUR-5517,Kurunegala,Wariyapola,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-RAT-5518,Ratnapura,Pelmadulla,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-ANU-5519,Anuradhapura,Tambuttegama,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAT-5520,Batticaloa,Kattankudy,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-MAT-5521,Matara,Akuressa,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-BAD-5522,Badulla,Bandarawela,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-PUT-5523,Puttalam,Kalpitiya,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-TRI-5524,Trincomalee,Mutur,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-COL-5525,Colombo,Grandpass,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-GAM-5526,Gampaha,Minuwangoda,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-KAN-5527,Kandy,Digana,Statutory Rape,11/20/2021,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-KAL-5528,Kalutara,Matugama,House Breaking,12/15/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-GAL-5529,Galle,Karapitiya,Drug Offences (Cannabis),1/22/2021,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-JAF-5530,Jaffna,Kayts,Robbery,2/12/2021,Friday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KUR-5531,Kurunegala,Wariyapola,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-RAT-5532,Ratnapura,Pelmadulla,Cheating/BCT,4/10/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-ANU-5533,Anuradhapura,Tambuttegama,House Breaking,5/18/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-BAT-5534,Batticaloa,Kattankudy,Property Theft,6/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-MAT-5535,Matara,Akuressa,Drug Offences (Heroin),7/9/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-BAD-5536,Badulla,Bandarawela,Grievous Hurt,8/20/2021,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-PUT-5537,Puttalam,Kalpitiya,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-TRI-5538,Trincomalee,Mutur,House Breaking,10/14/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-COL-5539,Colombo,Grandpass,Property Theft,11/25/2021,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-GAM-5540,Gampaha,Minuwangoda,Robbery,12/20/2021,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-KAN-5541,Kandy,Digana,Drug Offences (Heroin),1/30/2021,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-KAL-5542,Kalutara,Matugama,Statutory Rape,2/15/2021,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-GAL-5543,Galle,Karapitiya,House Breaking,3/20/2021,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-JAF-5544,Jaffna,Kayts,Drug Offences (Cannabis),4/28/2021,Wednesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KUR-5545,Kurunegala,Wariyapola,Robbery,5/15/2021,Saturday,Yes,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-RAT-5546,Ratnapura,Pelmadulla,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-ANU-5547,Anuradhapura,Tambuttegama,Cheating/BCT,7/22/2021,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-BAT-5548,Batticaloa,Kattankudy,House Breaking,8/25/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-MAT-5549,Matara,Akuressa,Property Theft,9/9/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAD-5550,Badulla,Bandarawela,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-PUT-5551,Puttalam,Kalpitiya,Grievous Hurt,11/20/2021,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-TRI-5552,Trincomalee,Mutur,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-COL-5553,Colombo,Grandpass,House Breaking,1/25/2021,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-GAM-5554,Gampaha,Minuwangoda,Property Theft,2/28/2021,Sunday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KAN-5555,Kandy,Digana,Robbery,3/25/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-KAL-5556,Kalutara,Matugama,Drug Offences (Heroin),4/14/2021,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-GAL-5557,Galle,Karapitiya,Statutory Rape,5/30/2021,Sunday,Yes,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-JAF-5558,Jaffna,Kayts,House Breaking,6/15/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-KUR-5559,Kurunegala,Wariyapola,Drug Offences (Cannabis),7/20/2021,Tuesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-RAT-5560,Ratnapura,Pelmadulla,Robbery,8/28/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-ANU-5561,Anuradhapura,Tambuttegama,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAT-5562,Batticaloa,Kattankudy,Cheating/BCT,10/15/2021,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-MAT-5563,Matara,Akuressa,House Breaking,11/12/2021,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-BAD-5564,Badulla,Bandarawela,Property Theft,12/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-PUT-5565,Puttalam,Kalpitiya,Drug Offences (Heroin),1/20/2021,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-TRI-5566,Trincomalee,Mutur,Grievous Hurt,2/14/2021,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-COL-5567,Colombo,Grandpass,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-GAM-5568,Gampaha,Minuwangoda,House Breaking,4/18/2021,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-KAN-5569,Kandy,Digana,Property Theft,5/30/2021,Sunday,Yes,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KAL-5570,Kalutara,Matugama,Robbery,6/25/2021,Friday,Yes,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-GAL-5571,Galle,Karapitiya,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-JAF-5572,Jaffna,Kayts,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-KUR-5573,Kurunegala,Wariyapola,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-RAT-5574,Ratnapura,Pelmadulla,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-ANU-5575,Anuradhapura,Tambuttegama,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-BAT-5576,Batticaloa,Kattankudy,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-MAT-5577,Matara,Akuressa,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-BAD-5578,Badulla,Bandarawela,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-PUT-5579,Puttalam,Kalpitiya,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-TRI-5580,Trincomalee,Mutur,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-COL-5581,Colombo,Grandpass,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-GAM-5582,Gampaha,Minuwangoda,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAN-5583,Kandy,Digana,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-KAL-5584,Kalutara,Matugama,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-GAL-5585,Galle,Karapitiya,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-JAF-5586,Jaffna,Kayts,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-KUR-5587,Kurunegala,Wariyapola,Statutory Rape,11/20/2021,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-RAT-5588,Ratnapura,Pelmadulla,House Breaking,12/15/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-ANU-5589,Anuradhapura,Tambuttegama,Drug Offences (Cannabis),1/22/2021,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-BAT-5590,Batticaloa,Kattankudy,Robbery,2/12/2021,Friday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-MAT-5591,Matara,Akuressa,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAD-5592,Badulla,Bandarawela,Cheating/BCT,4/10/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-PUT-5593,Puttalam,Kalpitiya,House Breaking,5/18/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-TRI-5594,Trincomalee,Mutur,Property Theft,6/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-COL-5595,Colombo,Grandpass,Drug Offences (Heroin),7/9/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-GAM-5596,Gampaha,Minuwangoda,Grievous Hurt,8/20/2021,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-KAN-5597,Kandy,Digana,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAL-5598,Kalutara,Matugama,House Breaking,10/14/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-GAL-5599,Galle,Karapitiya,Property Theft,11/25/2021,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-JAF-5600,Jaffna,Kayts,Robbery,12/20/2021,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-KUR-5601,Kurunegala,Wariyapola,Drug Offences (Heroin),1/30/2021,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-RAT-5602,Ratnapura,Pelmadulla,Statutory Rape,2/15/2021,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-ANU-5603,Anuradhapura,Tambuttegama,House Breaking,3/20/2021,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-BAT-5604,Batticaloa,Kattankudy,Drug Offences (Cannabis),4/28/2021,Wednesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-MAT-5605,Matara,Akuressa,Robbery,5/15/2021,Saturday,Yes,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-BAD-5606,Badulla,Bandarawela,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-PUT-5607,Puttalam,Kalpitiya,Cheating/BCT,7/22/2021,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-TRI-5608,Trincomalee,Mutur,House Breaking,8/25/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-COL-5609,Colombo,Grandpass,Property Theft,9/9/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-GAM-5610,Gampaha,Minuwangoda,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-KAN-5611,Kandy,Digana,Grievous Hurt,11/20/2021,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
